Accessions,10C,18C,18T,19T,3T,4T,5C,8C
P62987,NA,0.000759493,NA,0.000529859,NA,NA,NA,NA
P62995,NA,NA,NA,6.98E-05,NA,NA,NA,NA
P63000,0.000476348,0.000297294,NA,0.000252937,NA,NA,NA,NA
P63000-2,0.000476348,0.000297294,NA,0.000252937,NA,NA,NA,NA
P63010,NA,NA,NA,4.38E-05,NA,NA,NA,NA
P63010-2,NA,NA,NA,4.38E-05,NA,NA,NA,NA
P63010-3,NA,NA,NA,4.38E-05,NA,NA,NA,NA
P63027,NA,0.000176839,NA,0.000115491,NA,NA,NA,NA
P63092,NA,NA,NA,0.000235891,NA,NA,NA,NA
P63092-2,NA,NA,NA,0.000235891,NA,NA,NA,NA
P63092-3,NA,NA,NA,0.000235891,NA,NA,NA,NA
P63092-4,NA,NA,NA,0.000235891,NA,NA,NA,NA
P63098,NA,NA,NA,NA,NA,0.000313687,NA,NA
P63104,NA,0.001237713,NA,0.002033464,NA,NA,NA,NA
P63220,NA,0.000322367,NA,NA,NA,NA,NA,NA
P63241,NA,0.000277989,NA,NA,NA,NA,NA,NA
P63241-2,NA,0.000277989,NA,NA,NA,NA,NA,NA
P63244,NA,0.000149116,NA,0.000166405,NA,NA,NA,NA
P63261,NA,0.012567208,NA,0.01132711,NA,NA,NA,0.016672379
P63313,NA,NA,NA,NA,NA,NA,0.000441452,NA
P67775,NA,NA,NA,2.98E-05,NA,NA,NA,NA
P67775-2,NA,NA,NA,2.98E-05,NA,NA,NA,NA
P67809,NA,7.43E-05,NA,6.46E-05,NA,NA,NA,NA
P67936,NA,0.002017523,NA,0.000368011,NA,NA,NA,NA
P68032,0.015297824,NA,NA,0.003484714,NA,0.018335478,NA,NA
P68036,NA,0.000150577,NA,NA,NA,NA,NA,NA
P68036-3,NA,0.000150577,NA,NA,NA,NA,NA,NA
P68104,0.001071327,0.002007699,NA,0.001136347,NA,NA,NA,NA
P68133,NA,0.003983896,NA,NA,NA,0.018335478,NA,NA
P68363,NA,0.002268267,0.015289739,0.006015254,0.014020919,NA,NA,0.000279118
P68363-2,NA,NA,NA,NA,NA,NA,NA,0.000279118
P68371,0.007145024,0.002074377,0.013392283,0.004256162,0.013319312,0.014694805,NA,NA
P68402,NA,NA,NA,7.31E-05,NA,NA,NA,NA
P68402-2,NA,NA,NA,7.31E-05,NA,NA,NA,NA
P68402-3,NA,NA,NA,7.31E-05,NA,NA,NA,NA
P68402-4,NA,NA,NA,7.31E-05,NA,NA,NA,NA
P68431,NA,0.003436368,NA,0.004679077,NA,NA,NA,0.000822759
P68871,NA,0.029335022,NA,0.026674258,NA,NA,0.042384947,NA
P69891,NA,NA,NA,NA,NA,NA,0.005204099,NA
P78371,NA,NA,NA,4.70E-05,NA,NA,NA,NA
P78417,NA,0.000236848,NA,5.91E-05,NA,NA,NA,NA
P78417-2,NA,NA,NA,5.91E-05,NA,NA,NA,NA
P78417-3,NA,NA,NA,5.91E-05,NA,NA,NA,NA
P78509,NA,NA,NA,NA,NA,1.54E-05,NA,NA
P78509-2,NA,NA,NA,NA,NA,1.54E-05,NA,NA
P78509-3,NA,NA,NA,NA,NA,1.54E-05,NA,NA
P78527,NA,NA,NA,7.30E-06,NA,NA,NA,NA
P78527-2,NA,NA,NA,7.30E-06,NA,NA,NA,NA
P80297,NA,0.000526356,NA,NA,NA,NA,NA,NA
P80303,NA,2.12E-05,NA,NA,NA,NA,NA,NA
P80303-2,NA,2.12E-05,NA,NA,NA,NA,NA,NA
P80723,NA,0.001037255,NA,0.002906604,NA,NA,NA,NA
P82094,NA,4.08E-06,NA,NA,NA,NA,NA,NA
P82094-2,NA,4.08E-06,NA,NA,NA,NA,NA,NA
P83731,NA,0.000102254,NA,6.40E-05,NA,NA,NA,NA
P83881,NA,0.000117796,NA,5.53E-05,NA,NA,NA,NA
P83916,NA,NA,NA,8.15E-05,NA,NA,NA,NA
P84077,0.001545614,0.000827824,NA,0.001050105,NA,0.000883868,NA,NA
P84090,NA,NA,NA,4.03E-05,NA,NA,NA,NA
P84098,NA,6.37E-05,NA,NA,NA,NA,NA,NA
P84103,NA,8.70E-05,NA,0.000183799,NA,NA,NA,NA
P84103-2,NA,8.70E-05,NA,0.000183799,NA,NA,NA,NA
P84243,NA,NA,NA,NA,NA,NA,NA,0.000822759
P98095,NA,5.27E-06,NA,NA,NA,NA,NA,NA
P98095-2,NA,5.27E-06,NA,NA,NA,NA,NA,NA
P98160,NA,NA,NA,3.81E-06,NA,NA,NA,NA
P98179,NA,2.84E-05,NA,NA,NA,NA,NA,NA
P99999,NA,5.10E-05,NA,NA,NA,NA,NA,NA
Q00325,NA,5.67E-05,NA,NA,NA,NA,NA,NA
Q00325-2,NA,5.67E-05,NA,8.79E-05,NA,NA,NA,NA
Q00610,NA,0.000135779,9.41E-05,0.000406907,0.000924974,0.000206939,NA,NA
Q00610-2,NA,0.000135779,9.41E-05,0.000406907,0.000924974,0.000206939,NA,NA
Q00688,NA,3.98E-05,NA,NA,NA,NA,NA,NA
Q00765,NA,2.83E-05,NA,2.66E-05,NA,NA,NA,NA
Q00839,NA,5.73E-05,NA,0.000196894,NA,NA,NA,NA
Q00839-2,NA,5.73E-05,NA,0.000196894,NA,NA,NA,NA
Q01082,NA,1.02E-05,NA,1.88E-05,NA,NA,NA,NA
Q01082-2,NA,1.02E-05,NA,NA,NA,NA,NA,NA
Q01082-3,NA,1.02E-05,NA,NA,NA,NA,NA,NA
Q01105,NA,0.000123018,NA,0.000173236,NA,NA,NA,NA
Q01105-2,NA,0.000123018,NA,0.000173236,NA,NA,NA,NA
Q01105-3,NA,0.000123018,NA,0.000173236,NA,NA,NA,NA
Q01105-4,NA,0.000123018,NA,0.000173236,NA,NA,NA,NA
Q01469,NA,0.001658239,NA,0.000390744,NA,NA,NA,NA
Q01844,NA,1.09E-05,NA,NA,NA,NA,NA,NA
Q01844-2,NA,1.09E-05,NA,NA,NA,NA,NA,NA
Q01844-3,NA,1.09E-05,NA,NA,NA,NA,NA,NA
Q01844-5,NA,1.09E-05,NA,NA,NA,NA,NA,NA
Q01844-6,NA,1.09E-05,NA,NA,NA,NA,NA,NA
Q01995,NA,0.000993938,NA,5.00E-05,NA,NA,NA,NA
Q02218,NA,NA,NA,1.15E-05,NA,NA,NA,NA
Q02218-2,NA,NA,NA,1.15E-05,NA,NA,NA,NA
Q02539,0.000225206,NA,NA,NA,NA,NA,NA,NA
Q02543,NA,3.55E-05,NA,6.66E-05,NA,NA,NA,NA
Q02790,NA,NA,NA,6.20E-05,NA,NA,NA,NA
Q02818,NA,6.38E-05,NA,2.00E-05,NA,NA,NA,NA
Q02878,NA,0.000126969,NA,6.69E-05,NA,NA,NA,NA
Q02952,NA,4.05E-05,NA,NA,NA,NA,NA,NA
Q02952-2,NA,4.05E-05,NA,NA,NA,NA,NA,NA
Q02952-3,NA,4.05E-05,NA,NA,NA,NA,NA,NA
Q02978,NA,NA,NA,0.000111997,NA,NA,NA,NA
Q02978-2,NA,NA,NA,0.000111997,NA,NA,NA,NA
Q03001,NA,NA,NA,5.53E-07,NA,NA,NA,NA
Q03252,NA,2.73E-05,NA,8.91E-05,NA,NA,NA,NA
Q03591,NA,NA,NA,NA,NA,NA,0.000380328,NA
Q04695,NA,0.000258068,NA,NA,NA,NA,NA,NA
Q04760,NA,5.82E-05,NA,3.19E-05,NA,NA,NA,NA
Q04760-2,NA,5.82E-05,NA,3.19E-05,NA,NA,NA,NA
Q04917,NA,0.000514826,NA,0.000561609,NA,NA,NA,NA
Q05519,NA,NA,NA,1.04E-05,NA,NA,NA,NA
Q05519-2,NA,NA,NA,1.04E-05,NA,NA,NA,NA
Q05639,0.001069013,NA,NA,NA,NA,NA,NA,NA
Q05682,NA,NA,NA,1.90E-05,0.000227181,NA,NA,NA
Q05682-2,NA,NA,NA,1.90E-05,NA,NA,NA,NA
Q05682-3,NA,NA,NA,1.90E-05,NA,NA,NA,NA
Q05682-4,NA,0.000634327,NA,1.90E-05,NA,NA,NA,NA
Q05682-5,NA,0.000634327,NA,1.90E-05,NA,NA,NA,NA
Q05682-6,NA,NA,NA,1.90E-05,NA,NA,NA,NA
Q05707,NA,4.82E-05,NA,NA,NA,NA,NA,NA
Q05707-2,NA,4.82E-05,NA,NA,NA,NA,NA,NA
Q05BS0,NA,8.44E-06,NA,NA,NA,NA,NA,NA
Q05BW3,NA,NA,NA,2.55E-05,NA,NA,NA,NA
Q05BX6,NA,NA,NA,NA,NA,0.000158267,NA,NA
Q05CK9,NA,6.30E-05,NA,NA,NA,NA,NA,NA
Q06033,NA,NA,NA,NA,NA,NA,0.0003962,NA
Q06033-2,NA,NA,NA,NA,NA,NA,0.0003962,NA
Q06323,NA,0.000211329,NA,NA,NA,NA,NA,NA
Q06830,NA,0.001550709,NA,0.000715289,NA,NA,NA,0.002670864
Q06TE6,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q07020,0.000572332,0.000185018,NA,0.000187058,NA,NA,NA,NA
Q07020-2,0.000572332,0.000185018,NA,NA,NA,NA,NA,NA
Q07021,NA,2.21E-05,NA,0.000222688,NA,NA,NA,NA
Q07065,NA,6.22E-05,NA,2.64E-05,NA,NA,NA,NA
Q07666,NA,NA,NA,5.29E-05,NA,NA,NA,NA
Q07666-2,NA,NA,NA,5.29E-05,NA,NA,NA,NA
Q07954,NA,1.37E-06,NA,NA,NA,NA,NA,NA
Q07955,NA,6.47E-05,NA,0.000236337,NA,NA,NA,NA
Q07960,NA,2.84E-05,NA,4.77E-05,NA,NA,NA,NA
Q08043,NA,NA,NA,NA,0.000179955,NA,NA,NA
Q08170,NA,NA,0.000225143,NA,NA,NA,NA,NA
Q08211,NA,1.19E-05,NA,8.37E-05,NA,NA,NA,NA
Q08380,NA,2.59E-05,NA,1.57E-05,NA,NA,NA,NA
Q08722,NA,NA,NA,1.56E-05,NA,NA,NA,NA
Q08722-2,NA,NA,NA,1.56E-05,NA,NA,NA,NA
Q08722-3,NA,NA,NA,1.56E-05,NA,NA,NA,NA
Q08722-4,NA,NA,NA,1.56E-05,NA,NA,NA,NA
Q08828,NA,NA,NA,NA,NA,NA,NA,0.000137494
Q08AI8,NA,2.39E-05,NA,NA,NA,NA,NA,NA
Q08AI8-2,NA,2.39E-05,NA,NA,NA,NA,NA,NA
Q08AI8-3,NA,2.39E-05,NA,NA,NA,NA,NA,NA
Q08AJ6,NA,0.00010118,NA,0.000218122,NA,NA,NA,NA
Q08AJ9,NA,NA,NA,0.004688928,NA,NA,NA,NA
Q08ES8,NA,0.000211633,NA,8.04E-05,NA,NA,NA,NA
Q08ET0,NA,NA,NA,0.000104664,NA,NA,NA,NA
Q09666,NA,0.000172017,NA,NA,NA,NA,NA,NA
Q09U41,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q0IIN5,9.06E-05,NA,NA,NA,NA,0.000154367,NA,NA
Q0IJ56,NA,6.90E-05,NA,7.29E-05,NA,NA,NA,NA
Q0P5N8,NA,NA,NA,NA,NA,NA,0.000277484,NA
Q0P5P4,NA,NA,NA,NA,NA,NA,0.000281506,NA
Q0P5Q0,NA,NA,NA,NA,NA,NA,0.000281506,NA
Q0P5T0,NA,NA,NA,NA,NA,NA,0.000308316,NA
Q0P5U7,NA,NA,NA,NA,NA,NA,0.000298829,NA
Q0QEN7,0.0012936,NA,NA,NA,NA,NA,NA,NA
Q0QER2,NA,0.000322135,NA,NA,NA,NA,NA,NA
Q0QEW2,0.000656088,0.000212094,NA,NA,NA,NA,NA,NA
Q0QF12,9.78E-05,1.78E-05,0.000252774,NA,NA,0.000157556,NA,NA
Q0QF37,NA,0.000394767,NA,NA,NA,NA,NA,NA
Q0VAS5,0.026011676,0.002926758,0.029424846,0.006828536,0.013992608,0.024980718,NA,0.003123287
Q0VDC6,NA,0.000159924,NA,0.000173236,NA,NA,NA,NA
Q0VGD6,NA,NA,NA,0.000121389,NA,NA,NA,NA
Q0Z7D8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q0Z7F1,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q0Z7J0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q0Z7K3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q0Z7S0,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q12905,NA,NA,NA,0.000141698,NA,NA,NA,NA
Q12906,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-2,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-3,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-4,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-5,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-6,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12906-7,NA,NA,NA,4.87E-05,NA,NA,NA,NA
Q12907,NA,1.75E-05,NA,NA,NA,NA,NA,NA
Q12926,NA,NA,NA,5.60E-05,NA,NA,NA,NA
Q12926-2,NA,NA,NA,5.60E-05,NA,NA,NA,NA
Q13011,NA,NA,NA,9.45E-05,NA,NA,NA,NA
Q13075,NA,NA,NA,2.98E-06,NA,NA,NA,NA
Q13075-2,NA,NA,NA,2.98E-06,NA,NA,NA,NA
Q13148,NA,1.94E-05,NA,3.64E-05,NA,NA,NA,NA
Q13151,NA,3.51E-05,NA,6.31E-05,NA,NA,NA,NA
Q13185,NA,NA,NA,6.86E-05,NA,NA,NA,NA
Q13247,NA,NA,0.000323315,NA,NA,NA,NA,NA
Q13247-2,NA,NA,0.000323315,NA,NA,NA,NA,NA
Q13247-3,NA,NA,0.000323315,NA,NA,NA,NA,NA
Q13263,NA,NA,NA,6.92E-05,NA,NA,NA,NA
Q13263-2,NA,NA,NA,6.92E-05,NA,NA,NA,NA
Q13310,NA,2.49E-05,NA,7.80E-06,NA,NA,NA,NA
Q13310-2,NA,2.49E-05,NA,7.80E-06,NA,NA,NA,NA
Q13310-3,NA,2.49E-05,NA,7.80E-06,NA,NA,NA,NA
Q13344,NA,4.22E-05,NA,NA,NA,NA,NA,NA
Q13404,NA,3.64E-05,NA,9.11E-05,NA,NA,NA,NA
Q13404-1,NA,3.64E-05,NA,9.11E-05,NA,NA,NA,NA
Q13404-2,NA,3.64E-05,NA,9.11E-05,NA,NA,NA,NA
Q13404-7,NA,3.64E-05,NA,9.11E-05,NA,NA,NA,NA
Q13404-8,NA,3.64E-05,NA,9.11E-05,NA,NA,NA,NA
Q13409,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13409-2,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13409-3,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13409-5,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13409-6,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13409-7,NA,NA,NA,1.31E-05,NA,NA,NA,NA
Q13423,NA,NA,7.68E-05,2.93E-05,NA,NA,NA,NA
Q13435,NA,NA,NA,5.61E-06,NA,NA,NA,NA
Q13509,NA,NA,NA,0.003217125,NA,NA,NA,NA
Q13561,NA,1.56E-05,NA,5.01E-05,NA,NA,NA,NA
Q13561-2,NA,1.56E-05,NA,5.01E-05,NA,NA,NA,NA
Q13561-3,NA,1.56E-05,NA,5.01E-05,NA,NA,NA,NA
Q13584,0.000154079,NA,NA,NA,0.00047296,0.00058863,NA,NA
Q13619,NA,NA,NA,6.62E-06,NA,NA,NA,NA
Q13619-2,NA,NA,NA,6.62E-06,NA,NA,NA,NA
Q13620,NA,NA,NA,5.50E-06,NA,NA,NA,NA
Q13620-1,NA,NA,NA,5.50E-06,NA,NA,NA,NA
Q13620-3,NA,NA,NA,5.50E-06,NA,NA,NA,NA
Q13642-1,NA,0.000394858,NA,NA,NA,NA,NA,NA
Q13642-4,NA,0.000394858,NA,NA,NA,NA,NA,NA
Q13642-5,NA,0.000394858,NA,NA,NA,NA,NA,NA
Q13733,0.0005542,NA,0.000945753,NA,0.001768284,0.000272075,NA,NA
Q13765,NA,0.000116152,NA,NA,NA,NA,NA,NA
Q13790,NA,NA,NA,NA,NA,NA,0.000114582,NA
Q13813,NA,3.32E-05,NA,3.01E-05,NA,4.85E-05,NA,NA
Q13813-2,NA,3.32E-05,NA,3.01E-05,NA,4.85E-05,NA,NA
Q13813-3,NA,3.32E-05,NA,NA,NA,4.85E-05,NA,NA
Q13838,NA,4.58E-05,NA,8.41E-05,NA,NA,NA,0.000261437
Q13838-2,NA,4.58E-05,NA,8.41E-05,NA,NA,NA,0.000261437
Q13885,0.005984411,NA,NA,0.004421742,NA,NA,NA,NA
Q14011,NA,NA,NA,0.000131438,NA,NA,NA,NA
Q14011-2,NA,NA,NA,0.000131438,NA,NA,NA,NA
Q14019,NA,0.00043966,NA,0.000265344,NA,NA,NA,NA
Q14103,NA,0.000311531,NA,0.000261806,NA,NA,NA,NA
Q14103-3,NA,0.000311531,NA,0.000261806,NA,NA,NA,NA
Q14108,NA,1.12E-05,NA,NA,NA,NA,NA,NA
Q14108-2,NA,1.12E-05,NA,NA,NA,NA,NA,NA
Q14117,9.33E-05,NA,NA,NA,NA,0.000115593,NA,NA
Q14152,NA,3.87E-06,NA,NA,NA,NA,NA,NA
Q14152-2,NA,3.87E-06,NA,NA,NA,NA,NA,NA
Q14192,NA,2.24E-05,NA,NA,NA,NA,NA,NA
Q14194,NA,NA,NA,0.000702637,NA,NA,NA,NA
Q14194-2,NA,NA,NA,0.000702637,NA,NA,NA,NA
Q14195,NA,NA,NA,0.001045901,NA,NA,NA,NA
Q14195-2,NA,0.000300423,NA,0.001045901,NA,NA,NA,NA
Q14247,NA,2.76E-05,NA,NA,NA,NA,NA,NA
Q14247-2,NA,2.76E-05,NA,NA,NA,NA,NA,NA
Q14247-3,NA,2.76E-05,NA,NA,NA,NA,NA,NA
Q14315,2.57E-05,NA,9.86E-05,NA,NA,7.83E-05,NA,NA
Q14315-2,2.57E-05,NA,9.86E-05,NA,NA,7.83E-05,NA,NA
Q14329,NA,3.08E-05,NA,NA,NA,NA,NA,NA
Q14485,NA,0.005892268,NA,NA,NA,NA,NA,NA
Q14520,NA,NA,NA,NA,NA,NA,0.000101388,NA
Q14520-2,NA,NA,NA,NA,NA,NA,0.000101388,NA
Q14576,NA,NA,NA,5.48E-05,NA,NA,NA,NA
Q14576-2,NA,NA,NA,5.48E-05,NA,NA,NA,NA
Q14624,NA,NA,NA,NA,NA,NA,0.002470963,NA
Q14624-2,NA,NA,NA,NA,NA,NA,0.002409912,NA
Q14624-3,NA,NA,NA,NA,NA,NA,0.002409912,NA
Q14651,NA,NA,NA,NA,NA,0.000222548,NA,NA
Q14692,NA,4.87E-06,NA,NA,NA,NA,NA,NA
Q14697,NA,8.31E-05,NA,8.60E-05,NA,NA,NA,NA
Q14697-2,NA,8.31E-05,NA,8.60E-05,NA,NA,NA,NA
Q14764,NA,5.19E-05,0.000145305,NA,NA,NA,NA,NA
Q14847,NA,0.000263122,NA,1.60E-05,NA,NA,NA,NA
Q14847-2,NA,0.000263122,NA,1.60E-05,NA,NA,NA,NA
Q14908,0.000615775,NA,NA,NA,NA,NA,NA,NA
Q14919,NA,2.61E-05,NA,NA,NA,NA,NA,NA
Q14919-2,NA,2.61E-05,NA,NA,NA,NA,NA,NA
Q14956,NA,0.000145009,NA,NA,NA,NA,NA,NA
Q14956-2,NA,0.000145009,NA,NA,NA,NA,NA,NA
Q14974,NA,NA,NA,2.96E-05,NA,NA,NA,NA
Q14XT3,NA,NA,NA,0.000116674,NA,NA,NA,NA
Q15019,NA,4.94E-05,NA,3.71E-05,NA,NA,NA,NA
Q15019-2,NA,4.94E-05,NA,3.71E-05,NA,NA,NA,NA
Q15019-3,NA,4.94E-05,NA,3.71E-05,NA,NA,NA,NA
Q15022,NA,NA,NA,6.80E-06,NA,NA,NA,NA
Q15056,NA,2.52E-05,NA,NA,NA,NA,NA,NA
Q15056-2,NA,2.52E-05,NA,NA,NA,NA,NA,NA
Q15063,NA,NA,NA,0.000117183,NA,NA,NA,NA
Q15063-2,NA,0.001082847,NA,0.000117183,NA,NA,NA,NA
Q15063-3,NA,0.001110585,NA,0.000117183,NA,NA,NA,NA
Q15063-4,NA,NA,NA,0.000117183,NA,NA,NA,NA
Q15063-5,NA,NA,NA,0.000117183,NA,NA,NA,NA
Q15084,NA,0.000435806,NA,0.000199812,NA,NA,NA,NA
Q15084-2,NA,0.000435806,NA,0.000199812,NA,NA,NA,NA
Q15084-3,NA,0.000435806,NA,0.000199812,NA,NA,NA,NA
Q15084-4,NA,0.000435806,NA,0.000199812,NA,NA,NA,NA
Q15084-5,NA,0.000435806,NA,0.000199812,NA,NA,NA,NA
Q15121,NA,7.55E-05,NA,5.15E-05,NA,NA,NA,NA
Q15121-2,NA,7.55E-05,NA,5.15E-05,NA,NA,NA,NA
Q15149,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-2,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-3,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-4,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-5,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-6,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-7,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-8,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15149-9,NA,3.60E-05,NA,8.76E-06,NA,NA,NA,NA
Q15181,NA,NA,NA,5.22E-05,NA,NA,NA,NA
Q15185,NA,NA,NA,0.000162229,NA,NA,NA,NA
Q15185-3,NA,NA,NA,0.000162229,NA,NA,NA,NA
Q15185-4,NA,NA,NA,0.000162229,NA,NA,NA,NA
Q15202,NA,0.000605498,NA,0.000537721,NA,NA,NA,NA
Q15204,NA,0.000599993,NA,0.000532833,NA,NA,NA,NA
Q15233,NA,NA,NA,0.000111997,NA,NA,NA,NA
Q15233-2,NA,NA,NA,0.000111997,NA,NA,NA,NA
Q15276,NA,NA,NA,NA,NA,0.000131461,NA,NA
Q15276-2,NA,NA,NA,NA,NA,0.000131461,NA,NA
Q15323,NA,0.000199387,NA,NA,NA,NA,NA,NA
Q15365,NA,0.00012777,NA,0.000138767,NA,NA,NA,NA
Q15366,NA,0.000105071,NA,NA,NA,NA,NA,NA
Q15366-2,NA,0.000105071,NA,0.000174344,NA,NA,NA,NA
Q15366-3,NA,0.000105071,NA,0.000174344,NA,NA,NA,NA
Q15366-4,NA,0.000105071,NA,0.000174344,NA,NA,NA,NA
Q15366-5,NA,0.000105071,NA,0.000174344,NA,NA,NA,NA
Q15366-6,NA,0.000105071,NA,NA,NA,NA,NA,NA
Q15366-7,NA,0.000105071,NA,NA,NA,NA,NA,NA
Q15366-8,NA,0.000105071,NA,NA,NA,NA,NA,NA
Q15417,NA,6.51E-05,NA,NA,NA,NA,NA,NA
Q15417-3,NA,6.51E-05,NA,NA,NA,NA,NA,NA
Q15582,NA,0.000108384,NA,NA,NA,NA,NA,NA
Q15631,NA,NA,NA,5.51E-05,NA,NA,NA,NA
Q15631-2,NA,NA,NA,5.51E-05,NA,NA,NA,NA
Q15650,6.48E-05,NA,0.000111667,NA,NA,NA,NA,NA
Q15657,NA,NA,NA,8.27E-05,NA,NA,NA,NA
Q15717,NA,NA,NA,7.19E-05,NA,NA,NA,NA
Q15717-2,NA,NA,NA,7.19E-05,NA,NA,NA,NA
Q15819,NA,3.69E-05,NA,9.24E-05,NA,NA,NA,NA
Q15836,NA,0.000205133,NA,NA,NA,NA,NA,NA
Q15907,NA,5.73E-05,NA,0.000207407,NA,NA,NA,NA
Q15907-2,NA,NA,NA,0.000207407,NA,NA,NA,NA
Q15942,NA,6.24E-05,NA,NA,NA,NA,NA,NA
Q15HH9,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q16181,NA,5.71E-05,NA,9.77E-05,NA,NA,NA,NA
Q16181-2,NA,5.71E-05,NA,9.77E-05,NA,NA,NA,NA
Q16187,NA,1.19E-05,NA,NA,NA,NA,NA,NA
Q16352,NA,NA,NA,0.000100678,NA,NA,NA,NA
Q16519,NA,NA,NA,NA,NA,NA,0.000220674,NA
Q16555,NA,0.000313406,NA,0.000610415,NA,NA,NA,NA
Q16629,NA,6.00E-05,NA,NA,NA,NA,NA,NA
Q16629-2,NA,6.00E-05,NA,NA,NA,NA,NA,NA
Q16629-3,NA,6.00E-05,NA,NA,NA,NA,NA,NA
Q16629-4,NA,6.00E-05,NA,NA,NA,NA,NA,NA
Q16643,NA,NA,NA,0.000216746,NA,NA,NA,NA
Q16643-3,NA,NA,NA,0.000216746,NA,NA,NA,NA
Q16658,NA,2.71E-05,NA,0.000337981,NA,NA,NA,NA
Q16695,NA,NA,NA,NA,NA,NA,NA,0.000822759
Q16698,NA,NA,NA,4.50E-05,NA,NA,NA,NA
Q16698-2,NA,NA,NA,4.50E-05,NA,NA,NA,NA
Q16777,NA,NA,NA,0.005796252,NA,NA,NA,0.00802349
Q16778,0.010631756,0.003864821,NA,0.006392784,NA,0.010210373,NA,0.028195804
Q16787,NA,3.21E-06,NA,NA,NA,NA,NA,NA
Q16787-1,NA,3.21E-06,NA,NA,NA,NA,NA,NA
Q16799-3,NA,NA,NA,4.75E-05,NA,NA,NA,NA
Q16836-2,NA,NA,NA,3.20E-05,NA,NA,NA,NA
Q16881,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-2,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-3,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-4,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-5,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-6,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16881-7,NA,2.89E-05,NA,NA,NA,NA,NA,NA
Q16891,NA,NA,NA,2.54E-05,NA,NA,NA,NA
Q16891-2,NA,NA,NA,2.54E-05,NA,NA,NA,NA
Q16891-3,NA,NA,NA,2.54E-05,NA,NA,NA,NA
Q16891-4,NA,NA,NA,2.54E-05,NA,NA,NA,NA
Q19MP7,NA,NA,NA,6.27E-05,NA,NA,NA,NA
Q19UK7,NA,NA,NA,0.000326755,NA,NA,NA,NA
Q1JQ76,NA,NA,NA,6.91E-05,NA,NA,NA,NA
Q1JUQ3,NA,0.000626728,NA,NA,NA,NA,NA,NA
Q1KLZ0,0.055750369,0.01283834,0.097577468,0.011300316,0.065240071,0.049558293,0.001199301,NA
Q1KMD3,NA,NA,NA,1.46E-05,NA,NA,NA,NA
Q1L857,NA,5.94E-05,NA,NA,NA,NA,NA,NA
Q1MW38,NA,0.000267891,NA,NA,NA,NA,NA,NA
Q1WWK5,NA,1.83E-05,NA,NA,NA,NA,NA,NA
Q1WWL5,NA,NA,NA,NA,NA,NA,0.000152889,NA
Q1XBU6,NA,8.39E-05,NA,8.87E-05,NA,NA,NA,NA
Q1ZYL5,NA,NA,NA,8.20E-05,NA,NA,NA,NA
Q1ZYQ1,0.01044901,NA,0.019113452,NA,0.019336619,0.015124049,NA,0.000279738
Q24JU4,NA,3.87E-06,NA,NA,NA,NA,NA,NA
Q29669,NA,0.000202028,NA,NA,NA,NA,NA,NA
Q29RW7,NA,NA,NA,NA,NA,NA,0.000152889,NA
Q2F834,0.000378868,NA,NA,NA,0.001268696,NA,NA,NA
Q2KHQ6,NA,NA,NA,NA,NA,NA,0.000165182,NA
Q2L696,NA,2.29E-05,NA,NA,NA,NA,NA,NA
Q2LE71,NA,6.51E-05,NA,NA,NA,NA,NA,NA
Q2M1Z1,NA,3.12E-06,NA,NA,NA,NA,NA,NA
