Accessions,10C,18C,18T,19T,3T,4T,5C,8C
A8K4W8,NA,0.000150577,NA,NA,NA,NA,NA,NA
A8K4Z4,NA,0.000354502,NA,0.000338093,NA,NA,NA,NA
A8K517,NA,9.98E-05,NA,NA,NA,NA,NA,NA
A8K525,NA,NA,NA,0.000111997,NA,NA,NA,NA
A8K588,NA,NA,0.000323315,NA,NA,NA,NA,NA
A8K5A4,NA,5.61E-05,NA,NA,NA,NA,NA,NA
A8K5I0,NA,0.000427157,NA,0.000352688,NA,NA,NA,NA
A8K5J8,NA,NA,NA,NA,NA,NA,0.000498049,NA
A8K5T0,NA,7.25E-06,NA,NA,NA,NA,NA,NA
A8K644,NA,NA,0.000225143,NA,NA,NA,NA,NA
A8K651,NA,2.21E-05,NA,0.000222688,NA,NA,NA,NA
A8K674,NA,0.000159631,NA,0.000111366,NA,0.000678624,NA,NA
A8K690,NA,4.11E-05,NA,3.24E-05,NA,NA,NA,NA
A8K6A6,NA,NA,NA,7.78E-06,NA,NA,NA,NA
A8K787,NA,NA,NA,0.000376508,NA,NA,NA,NA
A8K799,NA,NA,NA,2.37E-05,NA,NA,NA,NA
A8K7B7,NA,1.21E-05,NA,9.95E-05,NA,NA,NA,NA
A8K7E0,NA,0.000295678,NA,4.10E-05,NA,NA,NA,NA
A8K7F6,NA,7.25E-05,NA,0.000115491,NA,NA,NA,NA
A8K7H3,NA,NA,NA,0.000122376,NA,NA,NA,NA
A8K7J7,NA,NA,NA,8.58E-05,NA,NA,NA,NA
A8K7Q1,NA,6.38E-05,NA,2.00E-05,NA,NA,NA,NA
A8K7T4,NA,1.75E-05,NA,NA,NA,NA,NA,NA
A8K872,NA,0.000411073,NA,NA,NA,NA,NA,NA
A8K8F6,NA,NA,NA,NA,NA,0.000168046,NA,NA
A8K8U1,NA,8.70E-06,NA,1.70E-05,NA,NA,NA,NA
A8K8U2,NA,NA,NA,NA,NA,NA,3.31E-05,NA
A8K8Z4,NA,NA,NA,NA,NA,NA,0.000156773,NA
A8K916,NA,NA,NA,4.31E-05,NA,NA,NA,NA
A8K9C4,0.001071327,NA,NA,NA,NA,NA,NA,NA
A8K9G2,0.000214126,NA,NA,NA,NA,0.000331634,NA,NA
A8K9J7,0.010631756,0.004303683,NA,0.006505754,NA,0.010210373,NA,0.028195804
A8K9K1,NA,NA,NA,1.43E-05,NA,NA,NA,NA
A8K9P0,0.002734205,NA,NA,NA,NA,NA,NA,NA
A8KA83,NA,NA,NA,5.19E-05,NA,NA,NA,NA
A8KAH9,0.000438581,0.000397469,NA,0.000300339,0.001762384,NA,NA,NA
A8MU27,NA,0.000139546,NA,NA,NA,NA,NA,NA
A8MUA9,NA,0.00015195,NA,NA,NA,NA,NA,NA
A8MUD9,NA,0.000111485,NA,7.25E-05,NA,NA,NA,NA
A8MUS3,NA,NA,NA,4.75E-05,NA,NA,NA,NA
A8MUU9,NA,8.83E-06,NA,NA,NA,NA,NA,NA
A8MW50,NA,NA,NA,NA,NA,NA,6.44E-05,NA
A8MWQ5,NA,NA,NA,1.56E-05,NA,NA,NA,NA
A8MXH2,NA,NA,NA,3.76E-05,NA,NA,NA,NA
A8MXP9,NA,NA,NA,4.96E-05,NA,NA,NA,NA
A8MZH3,NA,3.45E-05,NA,NA,NA,NA,NA,NA
A8YXX4,NA,NA,0.000248482,NA,NA,0.000178709,NA,NA
A9LSU1,NA,3.89E-05,NA,NA,NA,NA,NA,NA
A9Z1Z3,NA,2.49E-06,NA,NA,NA,NA,NA,NA
A9Z1Z3-3,NA,2.49E-06,NA,NA,NA,NA,NA,NA
B0AZL7,NA,NA,NA,NA,NA,NA,8.89E-05,NA
B0QYK0,NA,1.15E-05,NA,NA,NA,NA,NA,NA
B0QZ43,0.000136944,NA,NA,NA,NA,NA,NA,NA
B0QZK4,NA,3.17E-05,NA,NA,NA,NA,NA,NA
B0UXD8,NA,0.000358157,NA,NA,NA,NA,NA,NA
B0YIW2,NA,0.000106721,NA,0.000229007,NA,NA,0.002336997,NA
B0YJ32,NA,3.21E-06,NA,NA,NA,NA,NA,NA
B0YJA4,NA,0.000166189,NA,NA,NA,NA,NA,NA
B0ZBD0,NA,0.000325998,NA,NA,NA,NA,NA,NA
B1AHC9,NA,2.71E-05,NA,7.94E-05,NA,NA,NA,NA
B1AK88,NA,3.85E-05,NA,NA,NA,NA,NA,NA
B1AKG0,NA,NA,NA,NA,NA,NA,0.00046313,NA
B1AKP7,NA,2.72E-05,NA,5.11E-05,NA,NA,NA,NA
B1AKZ4,NA,7.55E-05,NA,5.15E-05,NA,NA,NA,NA
B1ALA9,NA,NA,NA,4.99E-05,NA,NA,NA,NA
B1ALD9,NA,NA,NA,0.000121244,NA,NA,NA,NA
B1ANR0,NA,2.61E-05,NA,8.17E-06,NA,NA,NA,NA
B1ANR1,NA,NA,NA,3.89E-05,NA,NA,NA,NA
B1APY9,NA,NA,NA,5.42E-05,NA,NA,NA,NA
B1APZ0,NA,NA,NA,0.000245611,NA,NA,NA,NA
B1GYE7,NA,0.000217016,NA,NA,NA,NA,NA,NA
B1PS43,2.39E-05,NA,NA,NA,7.99E-05,0.000137982,NA,NA
B1W855,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2CB37,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2CSI1,NA,0.000267891,NA,NA,NA,NA,NA,NA
B2NIZ4,NA,0.000267891,NA,NA,NA,NA,NA,NA
B2R491,NA,8.14E-05,NA,6.37E-05,NA,NA,NA,NA
B2R4C0,NA,3.55E-05,NA,6.66E-05,NA,NA,NA,NA
B2R4C5,NA,0.000210918,NA,NA,NA,NA,NA,NA
B2R4D5,NA,6.51E-05,NA,NA,NA,NA,NA,NA
B2R4D8,NA,NA,NA,3.69E-05,NA,NA,NA,NA
B2R4F3,NA,0.000363852,NA,NA,NA,NA,NA,NA
B2R4K7,NA,NA,NA,6.69E-05,NA,NA,NA,NA
B2R4M6,NA,0.000743235,NA,NA,NA,NA,0.001874235,NA
B2R4P2,NA,NA,NA,NA,NA,NA,NA,0.002670864
B2R4P9,NA,NA,NA,NA,NA,NA,NA,0.000822759
B2R4R0,0.026011676,0.002926758,0.029424846,0.006828536,0.013992608,0.024980718,NA,0.003123287
B2R4R9,NA,0.000736772,NA,0.000327642,NA,NA,NA,NA
B2R4S5,NA,0.00011813,NA,NA,NA,NA,NA,NA
B2R4S9,0.010631756,0.004303683,NA,0.006505754,NA,0.010210373,NA,0.028195804
B2R4V2,NA,0.000117796,NA,5.53E-05,NA,NA,NA,NA
B2R4W8,NA,5.49E-05,NA,0.000122376,NA,NA,NA,NA
B2R582,NA,3.53E-05,NA,NA,NA,NA,NA,NA
B2R5B3,NA,NA,NA,NA,NA,NA,NA,0.007961771
B2R5P6,NA,3.77E-05,NA,NA,NA,NA,NA,NA
B2R5R1,NA,0.000148116,NA,NA,NA,NA,NA,NA
B2R5S2,NA,6.86E-06,NA,NA,NA,NA,NA,NA
B2R5U1,NA,NA,NA,5.68E-06,NA,NA,NA,NA
B2R5W2,NA,0.00023681,NA,0.000502385,NA,NA,NA,NA
B2R5W3,NA,NA,NA,8.51E-05,NA,NA,NA,NA
B2R642,NA,NA,NA,7.78E-06,NA,NA,NA,NA
B2R659,NA,2.30E-05,NA,1.48E-05,NA,NA,NA,NA
B2R665,NA,NA,NA,1.38E-05,NA,NA,NA,NA
B2R679,NA,4.05E-05,NA,2.96E-05,NA,NA,NA,NA
B2R6C0,NA,NA,NA,5.28E-05,NA,NA,NA,NA
B2R6C4,NA,2.89E-05,NA,2.72E-05,NA,NA,NA,NA
B2R6F3,NA,8.70E-05,NA,0.000183799,NA,NA,NA,NA
B2R6K4,NA,NA,NA,0.001098352,NA,NA,NA,NA
B2R6L0,0.005984411,NA,NA,NA,NA,NA,NA,NA
B2R6N9,NA,3.74E-05,NA,NA,NA,NA,NA,NA
B2R6S9,NA,NA,NA,NA,NA,0.000168046,NA,NA
B2R6W1,NA,NA,NA,NA,NA,NA,0.000125841,NA
B2R6Y1,NA,NA,NA,NA,NA,NA,NA,0.000822759
B2R7B5,NA,NA,NA,5.29E-05,NA,NA,NA,NA
B2R7F8,NA,NA,NA,1.65E-05,NA,NA,0.001365022,NA
B2R7T8,NA,4.26E-05,NA,NA,NA,NA,NA,NA
B2R7U5,NA,NA,NA,0.000301611,NA,NA,NA,NA
B2R7W4,NA,NA,NA,0.000116403,NA,NA,NA,NA
B2R853,NA,NA,NA,NA,NA,0.00010637,NA,NA
B2R888,NA,9.75E-05,NA,NA,NA,NA,NA,NA
B2R8A1,NA,NA,NA,2.26E-05,NA,NA,NA,NA
B2R8I2,NA,2.55E-05,NA,NA,NA,NA,0.000634656,NA
B2R8R5,NA,NA,NA,6.92E-05,NA,NA,NA,NA
B2R8W8,NA,NA,NA,NA,0.001480725,NA,NA,NA
B2R8Y4,NA,NA,NA,NA,0.000179955,NA,NA,NA
B2R8Z8,NA,4.58E-05,NA,NA,NA,NA,NA,NA
B2R932,NA,0.000134988,NA,NA,NA,NA,NA,NA
B2R950,NA,NA,NA,NA,NA,NA,0.000381098,NA
B2R983,NA,0.000236848,NA,5.91E-05,NA,NA,NA,NA
B2R984,0.000221093,NA,NA,NA,NA,NA,NA,NA
B2R9E5,NA,NA,NA,NA,NA,NA,0.000158798,NA
B2R9F2,NA,NA,NA,NA,NA,NA,0.000667754,NA
B2R9K8,0.000212765,NA,NA,NA,NA,NA,NA,NA
B2R9T9,NA,3.30E-05,NA,NA,NA,NA,NA,NA
B2R9U2,NA,NA,NA,6.20E-05,NA,NA,NA,NA
B2RAZ4,NA,0.000118918,NA,NA,NA,NA,NA,NA
B2RB23,NA,2.47E-05,NA,NA,NA,NA,NA,NA
B2RBL3,NA,0.000140629,NA,NA,NA,NA,NA,NA
B2RBR9,NA,NA,NA,2.96E-05,NA,NA,NA,NA
B2RBS8,0.002729716,NA,0.00522012,NA,0.013489426,NA,0.055594975,NA
B2RBV7,NA,NA,NA,7.62E-06,NA,NA,NA,NA
B2RBW5,NA,NA,NA,0.00010198,NA,NA,NA,NA
B2RBZ5,NA,NA,NA,NA,NA,NA,2.69E-05,NA
B2RC09,NA,NA,NA,NA,NA,NA,0.000114582,NA
B2RCM3,NA,7.64E-06,NA,NA,NA,NA,NA,NA
B2RCX0,NA,0.000128792,NA,0.000181366,NA,NA,NA,NA
B2RD14,NA,0.000139981,NA,0.000724666,NA,NA,NA,NA
B2RDG0,NA,NA,NA,2.25E-05,NA,NA,NA,NA
B2RDK6,0.000108842,NA,NA,NA,NA,NA,NA,NA
B2RDN9,NA,2.49E-05,NA,7.29E-05,NA,NA,NA,NA
B2RDW0,0.003321833,0.003310138,0.006780222,0.001938735,0.010519108,0.004965827,NA,0.002440666
B2RDW1,NA,0.000623174,NA,0.000434756,NA,NA,NA,NA
B2RDY9,NA,0.000392428,NA,0.000116342,NA,NA,NA,NA
B2RE46,NA,5.09E-05,NA,4.64E-05,NA,NA,NA,NA
B2RE56,NA,NA,NA,NA,NA,NA,5.43E-05,NA
B2RE88,NA,5.68E-05,NA,8.81E-05,NA,NA,NA,NA
B2RMS9,NA,NA,NA,NA,NA,NA,0.002470963,NA
B2RWM5,NA,7.24E-05,NA,NA,NA,NA,NA,NA
B2RXF3,NA,NA,NA,NA,NA,NA,5.18E-05,NA
B2WRY8,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2XIR3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2XL43,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2XP28,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B2ZGL7,NA,2.29E-05,NA,NA,NA,NA,NA,NA
B2ZZ86,NA,7.76E-06,NA,NA,NA,NA,NA,NA
B2ZZ89,NA,1.02E-05,NA,1.88E-05,NA,NA,NA,NA
B3DE06,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B3GQS7,0.000160736,0.000253928,0.000602689,0.000856439,NA,NA,NA,NA
B3GUF3,NA,NA,NA,6.27E-05,NA,NA,NA,NA
B3KM80,NA,NA,NA,0.000231197,NA,NA,NA,NA
B3KMG3,NA,2.34E-05,NA,NA,NA,NA,NA,NA
B3KN06,NA,7.53E-05,NA,0.000178414,NA,NA,NA,NA
B3KNB4,NA,0.000570515,NA,0.001149181,NA,NA,NA,NA
B3KNF6,9.04E-05,NA,NA,NA,NA,NA,NA,NA
B3KNG6,NA,0.000141569,NA,NA,NA,NA,NA,NA
B3KNI2,NA,9.09E-06,NA,NA,NA,NA,NA,NA
B3KNI8,NA,9.09E-06,NA,NA,NA,NA,NA,NA
B3KNL2,NA,NA,NA,1.56E-05,NA,NA,NA,NA
B3KNP8,NA,2.47E-05,NA,NA,NA,NA,NA,NA
B3KNX0,NA,NA,NA,NA,NA,NA,0.000299698,NA
B3KP88,NA,3.15E-05,NA,1.91E-05,NA,NA,NA,NA
B3KPC7,NA,4.08E-05,NA,NA,NA,NA,NA,NA
B3KPS3,NA,NA,0.016576135,NA,0.015200564,NA,NA,0.000302601
B3KQ05,NA,7.60E-05,NA,NA,NA,NA,NA,NA
B3KQ68,0.000117916,NA,NA,NA,NA,NA,NA,NA
B3KQB4,NA,5.22E-05,NA,NA,NA,NA,NA,NA
B3KQF5,NA,0.000141569,NA,NA,NA,NA,NA,NA
B3KQK0,NA,2.30E-05,NA,6.11E-05,NA,NA,NA,NA
B3KQK4,NA,1.87E-05,NA,NA,NA,NA,NA,NA
B3KQK5,NA,1.90E-05,NA,5.07E-05,NA,NA,NA,NA
B3KQV6,NA,1.74E-05,NA,NA,NA,NA,NA,NA
B3KQY7,NA,NA,NA,NA,NA,6.96E-05,NA,NA
B3KR49,NA,2.02E-05,NA,NA,NA,NA,NA,NA
B3KRS7,NA,NA,NA,2.13E-05,NA,NA,NA,NA
B3KRY3,NA,9.48E-05,NA,NA,NA,NA,NA,NA
B3KS36,NA,NA,NA,7.10E-05,NA,NA,NA,NA
B3KS75,NA,NA,NA,4.38E-05,NA,NA,NA,NA
B3KS79,NA,7.17E-05,NA,4.49E-05,NA,NA,0.00466587,NA
B3KSC6,NA,2.73E-05,NA,NA,NA,NA,NA,NA
B3KSI4,NA,NA,NA,5.58E-05,NA,NA,NA,NA
B3KSP2,NA,NA,NA,1.83E-05,NA,NA,NA,NA
B3KT06,NA,NA,0.016576135,NA,0.015200564,NA,NA,0.000302601
B3KT34,0.00012255,2.23E-05,0.000316687,NA,NA,0.000197394,NA,NA
B3KT93,NA,2.52E-05,NA,7.90E-06,NA,NA,NA,NA
B3KTA3,NA,2.83E-05,NA,NA,NA,NA,NA,NA
B3KTM6,NA,7.94E-05,NA,NA,NA,NA,NA,NA
B3KTP9,NA,NA,NA,0.000195769,NA,NA,NA,NA
B3KTR3,NA,1.91E-05,NA,NA,NA,NA,NA,NA
B3KTS5,NA,3.78E-05,NA,NA,NA,NA,NA,NA
B3KTV0,NA,NA,0.001805916,NA,NA,0.001127074,NA,NA
B3KU29,NA,3.59E-05,NA,NA,NA,NA,NA,NA
B3KU67,NA,2.77E-05,NA,5.58E-06,NA,NA,NA,NA
B3KU93,NA,NA,NA,2.33E-05,NA,NA,NA,NA
B3KUB9,NA,1.18E-05,NA,NA,NA,NA,NA,NA
B3KUH9,NA,1.89E-05,NA,NA,NA,NA,NA,NA
B3KUJ8,NA,NA,NA,2.12E-05,NA,NA,NA,NA
B3KUN1,NA,NA,NA,2.98E-05,NA,NA,NA,NA
B3KUY2,NA,NA,NA,0.000157313,NA,NA,NA,NA
B3KUZ6,NA,0.000149134,NA,NA,NA,NA,NA,NA
B3KUZ8,NA,NA,NA,6.54E-05,NA,NA,NA,NA
B3KV96,NA,NA,NA,0.000710085,NA,NA,NA,NA
B3KVX6,NA,NA,NA,3.05E-05,NA,NA,NA,NA
B3KW67,NA,NA,NA,NA,NA,NA,NA,0.010043781
B3KW79,NA,1.87E-05,NA,NA,NA,NA,NA,NA
B3KWG6,NA,9.94E-06,NA,NA,NA,NA,NA,NA
B3KWW5,NA,1.66E-05,NA,NA,NA,NA,NA,NA
B3KX11,NA,NA,NA,4.01E-05,NA,NA,NA,NA
B3KX72,NA,6.30E-05,NA,0.000216584,NA,NA,NA,NA
B3KXL8,NA,NA,NA,1.42E-05,NA,NA,NA,NA
B3KXM2,NA,3.67E-05,0.000246857,3.65E-05,0.00043621,NA,NA,NA
B3KXN4,NA,0.000101528,NA,2.49E-05,NA,NA,NA,NA
B3KXY9,NA,NA,NA,8.27E-05,NA,NA,NA,NA
B3KY04,NA,4.12E-05,NA,NA,NA,NA,NA,NA
B3KY33,NA,NA,0.000202711,NA,NA,7.29E-05,NA,NA
B3KY64,NA,NA,NA,NA,NA,NA,NA,0.000779455
B3KYA0,NA,NA,NA,6.72E-06,NA,NA,NA,NA
B4DDC8,NA,NA,NA,1.46E-05,NA,NA,NA,NA
B4DDF4,NA,7.48E-05,NA,NA,NA,NA,NA,NA
B4DDF7,NA,1.23E-05,NA,0.000101229,NA,NA,NA,NA
B4DDG4,NA,3.13E-05,NA,1.90E-05,NA,NA,NA,NA
B4DDM5,NA,2.36E-05,NA,1.52E-05,NA,NA,NA,NA
B4DDQ2,NA,0.000325777,NA,4.51E-05,NA,NA,NA,NA
B4DDR2,NA,NA,0.000146784,NA,NA,NA,NA,NA
B4DDT3,NA,1.14E-05,NA,NA,NA,NA,NA,NA
B4DDU2,NA,NA,NA,NA,NA,NA,NA,0.000422423
B4DDU6,NA,NA,NA,3.00E-05,NA,NA,NA,NA
B4DDX2,NA,NA,NA,5.54E-05,NA,NA,NA,NA
B4DDY5,0.000785391,NA,NA,NA,NA,NA,NA,NA
B4DE30,NA,NA,NA,3.23E-05,NA,NA,NA,NA
B4DE32,NA,2.71E-05,NA,7.94E-05,NA,NA,NA,NA
B4DE69,NA,1.34E-05,NA,NA,NA,NA,NA,NA
B4DEA3,NA,8.19E-05,NA,NA,NA,NA,NA,NA
B4DEA6,NA,NA,NA,2.30E-05,NA,NA,NA,NA
B4DEB1,NA,NA,NA,NA,NA,NA,NA,0.000909717
B4DEB9,0.001617087,NA,NA,NA,NA,0.000924741,NA,NA
B4DEK2,NA,8.65E-05,NA,NA,NA,NA,NA,NA
B4DEK5,NA,NA,NA,1.11E-05,NA,NA,NA,NA
B4DEM8,NA,NA,0.000703927,NA,NA,NA,NA,NA
B4DF00,NA,NA,NA,1.20E-05,NA,NA,NA,NA
B4DF42,NA,3.90E-05,NA,NA,NA,NA,NA,NA
B4DF70,NA,0.000940618,NA,NA,NA,NA,0.001094074,0.002904383
B4DFL1,NA,1.36E-05,NA,9.67E-05,NA,NA,NA,NA
B4DG62,NA,NA,NA,8.60E-05,NA,NA,NA,NA
B4DGC3,NA,4.18E-05,NA,NA,NA,NA,NA,NA
B4DGL0,NA,NA,NA,NA,NA,0.000382772,NA,NA
B4DGW3,NA,NA,0.001720477,NA,0.006688383,NA,NA,NA
B4DH24,NA,NA,NA,NA,NA,0.000374103,NA,NA
B4DH43,NA,NA,NA,6.05E-06,NA,NA,NA,NA
B4DH65,NA,NA,NA,1.37E-05,NA,NA,NA,NA
B4DHH8,NA,NA,NA,NA,NA,NA,NA,0.000130414
B4DHR1,NA,NA,NA,NA,NA,0.001446361,NA,NA
B4DHX4,NA,NA,NA,NA,NA,0.000175837,NA,NA
B4DI38,NA,0.000412397,NA,0.000122262,NA,NA,NA,NA
B4DI57,NA,NA,NA,NA,NA,NA,0.010286316,NA
B4DI63,NA,0.000315666,NA,NA,NA,NA,NA,NA
B4DI68,NA,NA,NA,1.82E-05,NA,NA,NA,NA
B4DI70,NA,3.67E-05,NA,2.23E-05,NA,NA,NA,NA
B4DIC4,NA,NA,NA,3.35E-05,NA,NA,NA,NA
B4DIH2,NA,NA,NA,0.000201761,NA,NA,NA,NA
B4DIR1,NA,NA,NA,NA,NA,NA,NA,0.001562782
B4DIT7,NA,0.000473904,NA,NA,NA,NA,NA,NA
B4DJ30,NA,7.89E-05,NA,8.16E-05,NA,NA,NA,NA
B4DJ51,0.003321833,0.003310138,0.006780222,0.001938735,0.010519108,0.004965827,NA,0.002440666
B4DJ75,NA,NA,0.000340977,5.04E-05,0.000602525,NA,NA,NA
B4DJ81,NA,NA,NA,8.22E-06,NA,NA,NA,NA
B4DJB4,NA,NA,NA,3.44E-05,NA,NA,NA,NA
B4DJC8,0.001793308,NA,NA,NA,NA,0.001025514,NA,NA
B4DJD7,NA,2.01E-05,NA,NA,NA,NA,NA,NA
B4DJI1,NA,NA,NA,NA,NA,NA,4.90E-05,NA
B4DJI4,NA,NA,NA,1.90E-05,NA,NA,NA,NA
B4DJQ5,NA,0.000105025,NA,3.13E-05,NA,NA,NA,NA
B4DJQ8,NA,7.60E-05,NA,NA,NA,NA,NA,NA
B4DJV2,NA,NA,NA,5.36E-05,NA,NA,NA,NA
B4DJW0,NA,NA,NA,NA,NA,NA,NA,0.000674067
B4DJW1,NA,NA,NA,0.000114124,NA,NA,NA,NA
B4DK55,NA,NA,NA,1.34E-05,NA,NA,NA,NA
B4DKJ4,NA,0.000100494,NA,0.000112034,NA,NA,NA,NA
B4DKP4,NA,2.00E-05,NA,NA,NA,NA,NA,NA
B4DKR1,NA,NA,NA,2.58E-05,NA,NA,NA,NA
B4DKS8,NA,0.000116103,NA,0.000101567,NA,NA,NA,NA
B4DKV4,NA,NA,NA,NA,NA,0.000114054,NA,NA
B4DL12,NA,NA,NA,6.62E-05,NA,NA,NA,NA
B4DL49,NA,NA,NA,2.15E-05,NA,NA,NA,NA
B4DLC8,NA,1.16E-05,NA,NA,NA,NA,NA,NA
B4DLD4,NA,NA,NA,2.60E-05,NA,NA,NA,NA
B4DLD6,NA,9.33E-05,NA,0.000103979,NA,NA,NA,NA
B4DLE1,NA,NA,NA,NA,NA,NA,NA,0.000171094
B4DLH2,NA,2.79E-05,NA,NA,NA,NA,NA,NA
B4DLJ7,NA,0.000161372,NA,NA,NA,NA,NA,NA
B4DLL8,NA,0.000182297,NA,NA,NA,NA,NA,NA
B4DLR3,NA,6.03E-05,NA,0.000207191,NA,NA,NA,NA
B4DLV7,NA,0.00031782,NA,0.000425181,NA,0.000163306,NA,NA
B4DLY4,NA,NA,NA,0.000118018,NA,NA,NA,NA
B4DM53,NA,NA,NA,0.000231514,NA,NA,NA,NA
B4DM63,NA,6.94E-05,NA,NA,NA,NA,NA,NA
B4DM74,NA,4.05E-05,NA,7.61E-05,NA,NA,NA,NA
B4DM82,NA,NA,NA,NA,NA,NA,6.95E-05,NA
B4DM88,NA,NA,NA,NA,0.000439402,NA,NA,NA
B4DM94,NA,4.25E-05,NA,7.97E-05,NA,NA,NA,NA
B4DM97,NA,NA,NA,5.01E-05,NA,NA,NA,NA
B4DMA2,0.000494075,0.000453742,0.000553941,NA,NA,0.000398396,NA,NA
B4DME6,NA,NA,NA,5.56E-06,NA,NA,NA,NA
B4DMH3,NA,8.16E-05,NA,0.00019352,NA,NA,NA,NA
B4DMH5,NA,NA,0.000954683,NA,NA,NA,NA,NA
B4DMJ6,NA,0.000137875,NA,NA,NA,NA,NA,NA
B4DMK9,NA,1.28E-05,NA,9.13E-05,NA,NA,NA,NA
B4DMM4,NA,NA,NA,NA,NA,0.000138363,NA,NA
B4DMN1,NA,NA,NA,0.000173236,NA,NA,NA,NA
B4DMV6,NA,4.43E-05,NA,NA,NA,NA,NA,NA
B4DMY3,NA,0.000151868,NA,0.000199606,NA,NA,NA,NA
B4DMY4,NA,NA,NA,2.39E-05,NA,NA,NA,NA
B4DN41,NA,NA,NA,8.33E-05,NA,NA,NA,NA
B4DN59,NA,0.000132833,NA,NA,NA,NA,NA,NA
B4DN60,NA,2.09E-05,NA,NA,NA,NA,NA,NA
B4DN72,NA,0.000411073,NA,NA,NA,NA,NA,NA
B4DN77,NA,8.60E-06,NA,NA,NA,NA,NA,NA
B4DN79,NA,0.000179924,NA,NA,NA,NA,NA,NA
B4DNC0,0.000157078,NA,NA,NA,NA,NA,NA,NA
B4DNL4,NA,NA,NA,5.07E-05,NA,NA,NA,NA
B4DNW7,NA,NA,NA,0.000127627,NA,NA,NA,NA
B4DP52,NA,NA,NA,NA,NA,NA,NA,0.0003197
B4DP56,NA,5.16E-05,NA,NA,NA,NA,NA,NA
B4DP93,NA,NA,0.000164458,NA,NA,NA,NA,NA
B4DPF1,NA,NA,NA,1.32E-05,NA,NA,NA,NA
B4DPJ2,NA,6.29E-05,NA,NA,NA,NA,NA,NA
B4DPJ8,NA,NA,NA,1.67E-05,NA,NA,NA,NA
B4DPN0,NA,7.16E-05,NA,NA,NA,NA,0.000638011,NA
B4DPP6,NA,NA,NA,NA,0.013292978,NA,NA,NA
B4DPP8,NA,4.08E-05,NA,NA,NA,NA,0.001969392,NA
B4DPQ0,NA,NA,NA,NA,NA,NA,0.000488351,NA
B4DPR2,NA,NA,NA,NA,NA,NA,NA,0.009226537
B4DPW5,NA,NA,NA,3.03E-05,NA,NA,NA,NA
B4DPW9,NA,0.000161219,NA,NA,NA,0.000232144,NA,NA
B4DPZ3,NA,NA,NA,1.33E-05,NA,NA,NA,NA
B4DQ92,NA,5.76E-05,NA,NA,NA,NA,NA,NA
B4DQD8,NA,3.80E-05,NA,NA,NA,NA,NA,NA
B4DQI7,NA,NA,NA,7.29E-05,NA,NA,NA,NA
B4DQK4,NA,NA,NA,NA,NA,NA,NA,0.000326966
B4DQX0,NA,2.66E-05,NA,8.32E-06,NA,NA,NA,NA
B4DQY1,NA,1.29E-05,NA,0.000105606,NA,NA,NA,NA
B4DQY2,NA,NA,NA,2.71E-05,NA,NA,NA,NA
B4DQY7,NA,4.50E-06,NA,NA,NA,NA,NA,NA
B4DQZ7,NA,NA,NA,NA,NA,NA,9.54E-06,NA
B4DR52,0.008069887,0.003266651,NA,0.004938103,NA,0.007750042,NA,0.021401635
B4DR61,8.93E-05,NA,NA,NA,NA,NA,NA,NA
B4DR70,NA,5.20E-05,NA,NA,NA,NA,NA,NA
B4DRF2,NA,NA,NA,NA,NA,NA,0.000316021,NA
B4DRH6,NA,NA,NA,2.10E-05,NA,NA,NA,NA
B4DRP5,NA,NA,NA,NA,0.000635841,NA,NA,NA
B4DRR0,NA,0.000700169,NA,NA,NA,0.000112136,NA,NA
B4DRU6,NA,0.000682314,NA,NA,NA,0.000109276,NA,NA
B4DRW3,NA,NA,NA,4.57E-05,NA,NA,NA,NA
B4DRY0,NA,NA,NA,NA,NA,0.000109676,NA,NA
B4DS05,NA,NA,NA,1.52E-05,NA,NA,NA,NA
B4DS66,NA,NA,NA,2.92E-05,NA,NA,NA,NA
B4DS67,NA,3.58E-05,NA,NA,NA,NA,NA,NA
B4DSD0,NA,2.38E-05,NA,1.53E-05,NA,NA,NA,NA
B4DSE2,NA,0.000245557,NA,NA,NA,NA,NA,NA
B4DSY4,NA,NA,NA,3.29E-05,NA,NA,NA,NA
B4DSZ6,0.000200494,7.48E-05,NA,NA,0.000615436,NA,NA,NA
B4DTA2,NA,NA,NA,0.000228638,NA,NA,NA,NA
B4DTL7,NA,3.22E-05,NA,NA,NA,NA,NA,NA
B4DTM8,NA,1.50E-05,NA,NA,NA,NA,NA,NA
B4DTU7,NA,4.83E-06,NA,NA,NA,NA,NA,NA
B4DUA5,NA,NA,NA,0.000285278,NA,NA,NA,NA
B4DUD6,NA,6.09E-05,NA,0.000104153,NA,NA,NA,NA
B4DUQ1,NA,0.000359597,NA,0.000724777,NA,NA,NA,NA
B4DUT8,NA,6.76E-05,NA,NA,NA,NA,NA,NA
B4DUV3,NA,3.93E-05,NA,7.37E-05,NA,NA,NA,NA
B4DUZ3,0.000115079,NA,NA,NA,NA,NA,NA,NA
B4DV10,NA,8.87E-05,NA,NA,NA,NA,NA,NA
B4DV12,NA,0.000635393,NA,0.000443281,NA,NA,NA,NA
